IID,ancestry,white_brit,Unnamed: 0
3118691,Nigeria,0,313597
4025523,Nigeria,0,345304
4892784,Nigeria,0,104526
5144202,Nigeria,0,79037
3518502,Nigeria,0,186716
3274014,Nigeria,0,434056
2790926,Nigeria,0,410060
5623093,Nigeria,0,123793
2312312,Nigeria,0,44414
4941453,Nigeria,0,268063
4915270,Nigeria,0,417736
4093233,Nigeria,0,392055
3035495,Nigeria,0,300351
2349934,Nigeria,0,208168
4794130,Nigeria,0,342073
1664265,Nigeria,0,53991
3963941,Nigeria,0,100582
2921082,Nigeria,0,196894
3774617,Nigeria,0,242318
5067077,Nigeria,0,415062
3967044,Nigeria,0,129246
4098353,Nigeria,0,18282
4487917,Nigeria,0,94963
4574850,Nigeria,0,134194
2957819,Nigeria,0,115061
4647790,Nigeria,0,332035
5327816,Nigeria,0,402621
4424017,Nigeria,0,177221
5630778,Nigeria,0,219836
4770629,Nigeria,0,256805
3454618,Nigeria,0,343186
4277371,Nigeria,0,140529
4324804,Nigeria,0,292421
3828497,Nigeria,0,147890
5361149,Nigeria,0,418162
5551755,Nigeria,0,364886
1798186,Nigeria,0,169183
1198548,Nigeria,0,198164
4784918,Nigeria,0,392397
5153872,Nigeria,0,433872
5368043,Nigeria,0,276008
2894189,Nigeria,0,297113
2462356,Nigeria,0,36546
4434540,Nigeria,0,276089
1073264,Nigeria,0,293116
1490602,Nigeria,0,159497
5245095,Nigeria,0,400652
5256829,Nigeria,0,279538
3750185,Nigeria,0,37060
5034688,Nigeria,0,277550
3052096,Nigeria,0,352846
3049076,Nigeria,0,319239
4964794,Nigeria,0,35672
4145188,Nigeria,0,320256
3158982,Nigeria,0,40733
1243191,Nigeria,0,166579
2463384,Nigeria,0,318150
4570971,Nigeria,0,237923
2107712,Nigeria,0,377731
4701776,Nigeria,0,266900
1017423,Nigeria,0,67421
1450655,Nigeria,0,381758
2982061,Nigeria,0,281364
1586750,Nigeria,0,14868
2985617,Nigeria,0,112077
4224864,Nigeria,0,277408
5126713,Nigeria,0,14409
4771487,Nigeria,0,113543
2909912,Nigeria,0,300906
5874755,Nigeria,0,371591
3845045,Nigeria,0,184492
4855116,Nigeria,0,236553
4152607,Nigeria,0,148811
2251911,Nigeria,0,293382
5019969,Nigeria,0,271247
2096622,Nigeria,0,435967
2225435,Nigeria,0,112435
5675401,Nigeria,0,401245
3302656,Nigeria,0,207227
1364619,Nigeria,0,302467
5381721,Nigeria,0,45113
3015653,Nigeria,0,360194
3650700,Nigeria,0,209369
5020017,Nigeria,0,313793
3889173,Nigeria,0,289165
3335975,Nigeria,0,95768
2008839,Nigeria,0,174575
5435805,Nigeria,0,88087
2786010,Nigeria,0,34378
3337173,Nigeria,0,200985
4777156,Nigeria,0,153296
3001832,Nigeria,0,101173
4822739,Nigeria,0,236980
3509271,Nigeria,0,293564
4754086,Nigeria,0,419639
2359913,Nigeria,0,346026
2359279,Nigeria,0,6932
1510526,Nigeria,0,352030
1960800,Nigeria,0,320250
3390661,Nigeria,0,69038
4680313,Nigeria,0,273512
3801522,Nigeria,0,320913
2820498,Nigeria,0,151872
2296117,Nigeria,0,41338
1764169,Nigeria,0,429280
4116813,Nigeria,0,27230
1977651,Nigeria,0,298711
3205492,Nigeria,0,145090
1557057,Nigeria,0,10131
4138590,Nigeria,0,162194
5388906,Nigeria,0,30004
4534685,Nigeria,0,163183
1124472,Nigeria,0,381761
5046011,Nigeria,0,370613
5558491,Nigeria,0,203252
1580388,Nigeria,0,99696
3184954,Nigeria,0,148842
1631649,Nigeria,0,195905
5588315,Nigeria,0,329225
5260429,Nigeria,0,396743
5308480,Nigeria,0,297539
1879543,Nigeria,0,70966
3475236,Nigeria,0,293251
1300591,Nigeria,0,303971
5316476,Nigeria,0,367399
2172639,Nigeria,0,137498
5735300,Nigeria,0,338760
3917863,Nigeria,0,134663
3287242,Nigeria,0,111583
5979549,Nigeria,0,404698
4742545,Nigeria,0,118631
2690612,Nigeria,0,152422
1966233,Nigeria,0,58459
2955279,Nigeria,0,343032
3968771,Nigeria,0,395443
1937285,Nigeria,0,94146
2258772,Nigeria,0,307134
4579211,Nigeria,0,281176
5403757,Nigeria,0,194883
3072783,Nigeria,0,174301
5946420,Nigeria,0,409765
2417793,Nigeria,0,231129
3524898,Nigeria,0,403031
4333931,Nigeria,0,346712
4076939,Nigeria,0,340097
5362590,Nigeria,0,409598
1191656,Nigeria,0,348478
3389203,Nigeria,0,113438
2828715,Nigeria,0,174726
4097062,Nigeria,0,418638
4252565,Nigeria,0,117284
3098477,Nigeria,0,399871
3693161,Nigeria,0,172453
2219765,Nigeria,0,141379
1531846,Nigeria,0,356850
4607140,Nigeria,0,92975
4954548,Nigeria,0,199774
2624656,Nigeria,0,79271
2234417,Nigeria,0,280377
5344041,Nigeria,0,203931
5652763,Nigeria,0,333344
5914379,Nigeria,0,110484
4047038,Nigeria,0,278855
5218380,Nigeria,0,386076
4039643,Nigeria,0,240516
2201903,Nigeria,0,45363
5687573,Nigeria,0,94567
2261944,Nigeria,0,366299
4663462,Nigeria,0,310472
4865754,Nigeria,0,275089
1279699,Nigeria,0,91310
4596975,Nigeria,0,197038
3663931,Nigeria,0,210305
3385704,Nigeria,0,61169
2357124,Nigeria,0,278866
2482341,Nigeria,0,248326
3239022,Nigeria,0,205422
5449501,Nigeria,0,380339
5263996,Nigeria,0,38486
5634301,Nigeria,0,192656
5845558,Nigeria,0,411406
4421199,Nigeria,0,409040
3058037,Nigeria,0,5319
2480144,Nigeria,0,110372
2225737,Nigeria,0,279194
1098441,Nigeria,0,56723
2415879,Nigeria,0,268837
5485833,Nigeria,0,333644
2376049,Nigeria,0,170544
1425543,Nigeria,0,299105
1757320,Nigeria,0,324854
3295685,Nigeria,0,369855
3258228,Nigeria,0,379178
3080303,Nigeria,0,113401
2206793,Nigeria,0,377676
1281139,Nigeria,0,30303
2438133,Nigeria,0,304922
2011392,Nigeria,0,149305
1963333,Nigeria,0,417530
4351741,Nigeria,0,196884
5196595,Nigeria,0,104653
3801511,Nigeria,0,208430
1556697,Nigeria,0,131007
2908620,Nigeria,0,343979
2369286,Nigeria,0,424099
2260509,Nigeria,0,141736
3978703,Nigeria,0,250599
3901412,Nigeria,0,37721
4413287,Nigeria,0,218004
3267298,Nigeria,0,55037
1291835,Nigeria,0,429251
5406571,Nigeria,0,52019
4941966,Nigeria,0,427738
1492957,Nigeria,0,183579
3883603,Nigeria,0,111568
2318521,Nigeria,0,185202
1385868,Nigeria,0,169491
2842320,Nigeria,0,160070
1230603,Nigeria,0,86017
5258326,Nigeria,0,370414
2089946,Nigeria,0,425137
3764604,Nigeria,0,284877
5561091,Nigeria,0,287332
4364515,Nigeria,0,239692
2728636,Nigeria,0,341944
1864617,Nigeria,0,336260
3188456,Nigeria,0,275442
2776377,Nigeria,0,150633
1193800,Nigeria,0,259637
4219591,Nigeria,0,254273
5801846,Nigeria,0,185199
2446823,Nigeria,0,19546
5161207,Nigeria,0,202221
5286248,Nigeria,0,101670
5211669,Nigeria,0,252500
1645047,Nigeria,0,37424
4027961,Nigeria,0,354592
5212833,Nigeria,0,204530
3808617,Nigeria,0,309573
4289819,Nigeria,0,293272
1291275,Nigeria,0,220596
3719492,Nigeria,0,420902
2875240,Nigeria,0,156520
3654862,Nigeria,0,15143
5675849,Nigeria,0,93586
4300419,Nigeria,0,15226
5007954,Nigeria,0,65475
1501348,Nigeria,0,302781
2229157,Nigeria,0,146662
3854678,Nigeria,0,156034
3788010,Nigeria,0,68236
5758323,Nigeria,0,270270
2578480,Nigeria,0,305472
2366776,Nigeria,0,195942
4410441,Nigeria,0,124463
1104915,Nigeria,0,203353
2987079,Nigeria,0,269549
3743707,Nigeria,0,118755
1603551,Nigeria,0,129500
1616816,Nigeria,0,286849
4392561,Nigeria,0,293179
3191603,Nigeria,0,167226
3843938,Nigeria,0,254831
4624550,Nigeria,0,418647
4422860,Nigeria,0,378114
4791319,Nigeria,0,15234
5032896,Nigeria,0,44947
3110513,Nigeria,0,429923
2068176,Nigeria,0,90494
1955446,Nigeria,0,304890
3835214,Nigeria,0,249388
2796645,Nigeria,0,251902
4044777,Nigeria,0,213064
3574621,Nigeria,0,364557
1391632,Nigeria,0,324916
5373215,Nigeria,0,203938
5785764,Nigeria,0,231720
3213146,Nigeria,0,122666
3347500,Nigeria,0,287145
5959148,Nigeria,0,90097
1969185,Nigeria,0,426440
4797925,Nigeria,0,421596
3096566,Nigeria,0,244633
2179693,Nigeria,0,124465
3400306,Nigeria,0,349716
5107927,Nigeria,0,227632
3709470,Nigeria,0,55300
4145632,Nigeria,0,433665
2576181,Nigeria,0,412803
5869035,Nigeria,0,27516
2240478,Nigeria,0,378874
5841104,Nigeria,0,100360
3625927,Nigeria,0,31406
3466788,Nigeria,0,188616
2273074,Nigeria,0,58383
4627849,Nigeria,0,418716
1351615,Nigeria,0,174880
5740762,Nigeria,0,117385
1550317,Nigeria,0,260582
1250990,Nigeria,0,334569
5573286,Nigeria,0,31174
4377624,Nigeria,0,269109
4934305,Nigeria,0,107851
2548150,Nigeria,0,195912
3117375,Nigeria,0,384489
2798048,Nigeria,0,323581
5639038,Nigeria,0,324752
3625139,Nigeria,0,291752
3108248,Nigeria,0,18140
1306949,Nigeria,0,221368
4328348,Nigeria,0,410364
2323275,Nigeria,0,137604
3833252,Nigeria,0,212610
4623684,Nigeria,0,336484
3449482,Nigeria,0,66718
3850665,Nigeria,0,76896
4136556,Nigeria,0,117389
2785255,Nigeria,0,194379
1923266,Nigeria,0,98972
5641841,Nigeria,0,189942
1036291,Nigeria,0,23169
1709341,Nigeria,0,115830
2960488,Nigeria,0,30665
4649916,Nigeria,0,413907
3571966,Nigeria,0,333932
1802225,Nigeria,0,195238
5467033,Nigeria,0,227049
5818145,Nigeria,0,9689
5287958,Nigeria,0,5801
3795617,Nigeria,0,30052
1533371,Nigeria,0,406549
2047078,Nigeria,0,75381
3792559,Nigeria,0,253262
1067032,Nigeria,0,392679
2321104,Nigeria,0,176121
1442136,Nigeria,0,308808
4398759,Nigeria,0,97334
5375120,Nigeria,0,315135
3361346,Nigeria,0,332919
1033037,Nigeria,0,388219
3719531,Nigeria,0,218636
2860773,Nigeria,0,239592
3976940,Nigeria,0,11114
1734986,Nigeria,0,309184
5242049,Nigeria,0,436439
4177308,Nigeria,0,21794
2284180,Nigeria,0,30928
5495589,Nigeria,0,113493
2189803,Nigeria,0,327731
5329084,Nigeria,0,278682
4180433,Nigeria,0,309955
3865255,Nigeria,0,326474
1365078,Nigeria,0,130873
2270078,Nigeria,0,106680
1601186,Nigeria,0,137711
3008346,Nigeria,0,345558
3488709,Nigeria,0,56178
3509463,Nigeria,0,54404
2628025,Nigeria,0,204254
4455461,Nigeria,0,188031
2792734,Nigeria,0,231934
1000594,Nigeria,0,373347
1095405,Nigeria,0,168782
2398342,Nigeria,0,358778
3872729,Nigeria,0,89432
3171323,Nigeria,0,63564
4519704,Nigeria,0,250769
4011414,Nigeria,0,45165
5923112,Nigeria,0,435471
5109920,Nigeria,0,182095
1089808,Nigeria,0,9046
1306863,Nigeria,0,376065
4319740,Nigeria,0,152687
1738398,Nigeria,0,15822
3239217,Nigeria,0,74553
2560480,Nigeria,0,360633
2654243,Nigeria,0,226828
1568304,Nigeria,0,404998
1748583,Nigeria,0,59284
3405560,Nigeria,0,131478
1211264,Nigeria,0,243307
4579986,Nigeria,0,178294
2336134,Nigeria,0,385113
1236335,Nigeria,0,110605
3063939,Nigeria,0,61812
2416671,Nigeria,0,192111
2934465,Nigeria,0,220425
2987795,Nigeria,0,14702
1168789,Nigeria,0,75244
5669160,Nigeria,0,432788
1638801,Nigeria,0,31366
2008455,Nigeria,0,97300
5274624,Nigeria,0,338649
1600274,Nigeria,0,342041
4070757,Nigeria,0,26952
5451444,Nigeria,0,118244
4454066,Nigeria,0,367895
4681768,Nigeria,0,112080
2879530,Nigeria,0,152806
1968338,Nigeria,0,95314
4750035,Nigeria,0,231191
5648013,Nigeria,0,210627
5775820,Nigeria,0,160402
6022049,Nigeria,0,20269
5858432,Nigeria,0,383149
2003628,Nigeria,0,319146
5273057,Nigeria,0,185741
2218985,Nigeria,0,188622
4314462,Nigeria,0,145187
3733176,Nigeria,0,61351
2832536,Nigeria,0,236866
1091490,Nigeria,0,54627
4118443,Nigeria,0,94353
5635332,Nigeria,0,169939
3751245,Nigeria,0,412382
3295983,Nigeria,0,65216
3402027,Nigeria,0,107615
4568527,Nigeria,0,30055
3899245,Nigeria,0,294621
5873879,Nigeria,0,184794
4167653,Nigeria,0,365475
1469074,Nigeria,0,303234
3928801,Nigeria,0,275441
4529408,Nigeria,0,30762
1297213,Nigeria,0,13167
4634255,Nigeria,0,54722
4241684,Nigeria,0,385119
5787979,Nigeria,0,313937
3921785,Nigeria,0,417827
3891149,Nigeria,0,207506
2214690,Nigeria,0,28844
4634289,Nigeria,0,246954
4596990,Nigeria,0,432472
3386176,Nigeria,0,291124
3741280,Nigeria,0,133345
1753406,Nigeria,0,112797
2730513,Nigeria,0,69735
4507561,Nigeria,0,190699
4306836,Nigeria,0,130386
5052072,Nigeria,0,279211
3694203,Nigeria,0,5776
4034331,Nigeria,0,27333
4745085,Nigeria,0,350793
2223184,Nigeria,0,260471
3805114,Nigeria,0,382867
3720181,Nigeria,0,365957
1322509,Nigeria,0,252387
3872885,Nigeria,0,411797
1447502,Nigeria,0,285439
2894604,Nigeria,0,238848
5754994,Nigeria,0,342584
1733677,Nigeria,0,104408
2613793,Nigeria,0,276398
5909969,Nigeria,0,282342
1153218,Nigeria,0,368095
2819101,Nigeria,0,197669
3416023,Nigeria,0,95868
5014834,Nigeria,0,328578
5230659,Nigeria,0,50664
2366164,Nigeria,0,408867
3014849,Nigeria,0,89627
1057803,Nigeria,0,259398
3912960,Nigeria,0,366358
2109380,Nigeria,0,422434
3303040,Nigeria,0,206188
4127964,Nigeria,0,271529
2696466,Nigeria,0,219882
2107191,Nigeria,0,319762
4849389,Nigeria,0,257060
5842499,Nigeria,0,41822
1930231,Nigeria,0,407135
5921652,Nigeria,0,7893
1618833,Nigeria,0,321835
1671708,Nigeria,0,195635
4645896,Nigeria,0,315180
3157757,Nigeria,0,416380
1648590,Nigeria,0,44558
1638254,Nigeria,0,314885
2753914,Nigeria,0,371790
4509051,Nigeria,0,321441
3213501,Nigeria,0,271767
4612088,Nigeria,0,290734
5699780,Nigeria,0,138260
2534657,Nigeria,0,91203
3070372,Nigeria,0,387452
3382802,Nigeria,0,400687
4610628,Nigeria,0,241362
4869399,Nigeria,0,413196
3393350,Nigeria,0,366989
1754698,Nigeria,0,27574
2334249,Nigeria,0,237501
4076104,Nigeria,0,339115
5846534,Nigeria,0,193734
2022693,Nigeria,0,343939
1472200,Nigeria,0,5414
5033584,Nigeria,0,336496
3326208,Nigeria,0,399330
5159789,Nigeria,0,286716
4865024,Nigeria,0,386906
3554811,Nigeria,0,235841
4262242,Nigeria,0,20975
2379973,Nigeria,0,31357
2130887,Nigeria,0,229989
4447530,Nigeria,0,2132
4085007,Nigeria,0,267287
4359043,Nigeria,0,305751
1260737,Nigeria,0,30133
5439609,Nigeria,0,382633
5458225,Nigeria,0,127045
1140849,Nigeria,0,216496
4766786,Nigeria,0,92333
5900544,Nigeria,0,19349
3978289,Nigeria,0,55044
2977932,Nigeria,0,306951
3369993,Nigeria,0,245607
3428447,Nigeria,0,98615
5240420,Nigeria,0,225862
5617946,Nigeria,0,18782
3129017,Nigeria,0,189965
2429938,Nigeria,0,431594
4949026,Nigeria,0,395548
1925028,Nigeria,0,430472
1651120,Nigeria,0,9853
5205620,Nigeria,0,293703
4810463,Nigeria,0,356319
4630749,Nigeria,0,138981
2506738,Nigeria,0,128733
1324145,Nigeria,0,315367
1773285,Nigeria,0,28513
3264693,Nigeria,0,170075
5463882,Nigeria,0,238254
2743678,Nigeria,0,21948
4784252,Nigeria,0,107282
1810460,Nigeria,0,63190
2677864,Nigeria,0,400695
3208941,Nigeria,0,272023
4357627,Nigeria,0,271112
5657815,Nigeria,0,99040
5914635,Nigeria,0,300721
2121276,Nigeria,0,78991
4977006,Nigeria,0,158290
1838344,Nigeria,0,330111
5428417,Nigeria,0,57416
3073785,Nigeria,0,247666
4220506,Nigeria,0,400459
4284047,Nigeria,0,83655
4529625,Nigeria,0,201727
1680843,Nigeria,0,1144
5351370,Nigeria,0,136095
2127327,Nigeria,0,333928
1490574,Nigeria,0,433484
2229691,Nigeria,0,307204
5009720,Nigeria,0,189460
5925268,Nigeria,0,197838
2885005,Nigeria,0,343440
5001542,Nigeria,0,338731
2420524,Nigeria,0,8311
2670708,Nigeria,0,197842
2717248,Nigeria,0,163083
4796998,Nigeria,0,1670
1635495,Nigeria,0,32708
1362846,Nigeria,0,159968
3659920,Nigeria,0,406366
6001884,Nigeria,0,105746
1392960,Nigeria,0,241938
5892801,Nigeria,0,61866
3959582,Nigeria,0,270834
1956175,Nigeria,0,101674
1164642,Nigeria,0,175888
5683577,Nigeria,0,253276
1541785,Nigeria,0,111259
4095585,Nigeria,0,17161
2807554,Nigeria,0,325526
3538614,Nigeria,0,195627
2423156,Nigeria,0,290712
5788507,Nigeria,0,178198
4886843,Nigeria,0,325046
5276634,Nigeria,0,356987
1572798,Nigeria,0,437331
4925373,Nigeria,0,39898
3575376,Nigeria,0,247885
1655563,Nigeria,0,10687
5973763,Nigeria,0,276444
5079036,Nigeria,0,122452
2504529,Nigeria,0,104834
3008666,Nigeria,0,200616
2722412,Nigeria,0,86308
5257512,Nigeria,0,262566
1949914,Nigeria,0,166578
2128924,Nigeria,0,45399
1112566,Nigeria,0,131428
2809670,Nigeria,0,296774
2445311,Nigeria,0,205430
3717165,Nigeria,0,420280
1137421,Nigeria,0,103729
2965882,Nigeria,0,427458
5031219,Nigeria,0,161169
3980264,Nigeria,0,93324
4616555,Nigeria,0,184093
3010492,Nigeria,0,126134
4332578,Nigeria,0,242070
4301250,Nigeria,0,434705
1810885,Nigeria,0,338201
5954929,Nigeria,0,297280
4015558,Nigeria,0,161961
5259105,Nigeria,0,186683
4756784,Nigeria,0,366447
2558817,Nigeria,0,436059
4632931,Nigeria,0,95445
4218198,Nigeria,0,199035
2669297,Nigeria,0,210247
3469028,Nigeria,0,398368
2993073,Nigeria,0,273553
1227090,Nigeria,0,229525
3822864,Nigeria,0,429769
3565838,Nigeria,0,288750
3373258,Nigeria,0,263482
3183234,Nigeria,0,412128
5937713,Nigeria,0,436889
2590881,Nigeria,0,11056
6004863,Nigeria,0,91061
4991277,Nigeria,0,175115
4605751,Nigeria,0,213859
3793223,Nigeria,0,19301
1984600,Nigeria,0,219456
1038099,Nigeria,0,333199
3915673,Nigeria,0,329458
3004030,Nigeria,0,159285
2601339,Nigeria,0,187080
5319236,Nigeria,0,242058
3032439,Nigeria,0,105070
2937088,Nigeria,0,2351
3788104,Nigeria,0,405207
3256451,Nigeria,0,10685
3615716,Nigeria,0,129714
5004825,Nigeria,0,75965
1618066,Nigeria,0,119260
5836748,Nigeria,0,84457
3555940,Nigeria,0,199566
5142747,Nigeria,0,21034
3668422,Nigeria,0,379893
2121971,Nigeria,0,295480
3870592,Nigeria,0,222368
2538273,Nigeria,0,391542
3001553,Nigeria,0,105062
1108947,Nigeria,0,63398
4726645,Nigeria,0,14395
5676463,Nigeria,0,206009
2250815,Nigeria,0,385116
3394849,Nigeria,0,284289
1369840,Nigeria,0,428026
5235951,Nigeria,0,382542
2248693,Nigeria,0,125985
5821057,Nigeria,0,340910
5572449,Nigeria,0,211003
5374318,Nigeria,0,50173
5592320,Nigeria,0,206305
5620617,Nigeria,0,395410
1236721,Nigeria,0,83658
4508406,Nigeria,0,64499
3012448,Nigeria,0,331013
2233710,Nigeria,0,28655
1247448,Nigeria,0,21952
5932786,Nigeria,0,176561
5902179,Nigeria,0,224054
2839585,Nigeria,0,118985
1769502,Nigeria,0,418254
1755002,Nigeria,0,225457
1763979,Nigeria,0,200424
1281728,Nigeria,0,411992
5859985,Nigeria,0,55041
4419056,Nigeria,0,364554
3980604,Nigeria,0,378886
4672406,Nigeria,0,308709
4586528,Nigeria,0,392262
3225796,Nigeria,0,216988
4670812,Nigeria,0,210651
1468679,Nigeria,0,396881
4107563,Nigeria,0,401130
2833598,Nigeria,0,68170
2983455,Nigeria,0,366294
2997637,Nigeria,0,355619
2326156,Nigeria,0,110533
4594936,Nigeria,0,357619
2053017,Nigeria,0,68986
5436640,Nigeria,0,83652
5415856,Nigeria,0,74406
1096365,Nigeria,0,236723
4463760,Nigeria,0,75674
3374348,Nigeria,0,237037
2839061,Nigeria,0,212833
4558745,Nigeria,0,77092
1040810,Nigeria,0,349497
1158726,Nigeria,0,30501
2512855,Nigeria,0,27825
4617479,Nigeria,0,394640
5310648,Nigeria,0,28470
5729713,Nigeria,0,61851
5051250,Nigeria,0,111701
1866676,Nigeria,0,378271
1491325,Nigeria,0,247929
3326190,Nigeria,0,83684
4331228,Nigeria,0,425320
5249774,Nigeria,0,84325
5280650,Nigeria,0,371961
2781770,Nigeria,0,310727
4568697,Nigeria,0,56953
5599387,Nigeria,0,380600
4001213,Nigeria,0,117752
3661678,Nigeria,0,334551
1102543,Nigeria,0,194188
1194829,Nigeria,0,227902
5925892,Nigeria,0,355653
3651834,Nigeria,0,147420
5087992,Nigeria,0,120301
3131923,Nigeria,0,309891
4045317,Nigeria,0,391967
1652229,Nigeria,0,237375
2470879,Nigeria,0,148837
4061835,Nigeria,0,150582
4775368,Nigeria,0,183926
4783073,Nigeria,0,100917
1668525,Nigeria,0,252622
3842213,Nigeria,0,39773
4310230,Nigeria,0,213913
3593044,Nigeria,0,100505
4637273,Nigeria,0,286569
4762794,Nigeria,0,25741
5135140,Nigeria,0,298574
1057663,Nigeria,0,10295
3236342,Nigeria,0,202099
3064534,Nigeria,0,346228
5073772,Nigeria,0,422000
1799113,Nigeria,0,389711
5314229,Nigeria,0,347126
5659390,Nigeria,0,288691
5263506,Nigeria,0,81503
2914837,Nigeria,0,101773
2921057,Nigeria,0,113690
2775157,Nigeria,0,301492
4586454,Nigeria,0,146849
1478596,Nigeria,0,280966
4371293,Nigeria,0,69188
2821929,Nigeria,0,431420
4550489,Nigeria,0,373632
3981478,Nigeria,0,244953
4833069,Nigeria,0,162756
5004801,Nigeria,0,31991
3973221,Nigeria,0,70829
3333906,Nigeria,0,13516
1169640,Nigeria,0,159738
2345200,Nigeria,0,54398
2824956,Nigeria,0,74531
5033568,Nigeria,0,14410
3728078,Nigeria,0,159489
2422529,Nigeria,0,185818
6015547,Nigeria,0,224487
1189217,Nigeria,0,117217
4241122,Nigeria,0,294990
2814357,Nigeria,0,185375
5948722,Nigeria,0,35784
3218329,Nigeria,0,159536
2758935,Nigeria,0,324874
1176309,Nigeria,0,162176
5278093,Nigeria,0,399165
5419623,Nigeria,0,399953
5226398,Nigeria,0,250169
1749377,Nigeria,0,228313
3367355,Nigeria,0,287639
3456282,Nigeria,0,396613
5342820,Nigeria,0,393935
1891147,Nigeria,0,384235
5337169,Nigeria,0,181763
4605183,Nigeria,0,133172
2967496,Nigeria,0,268633
1892401,Nigeria,0,348552
3761217,Nigeria,0,285828
2656328,Nigeria,0,99069
5370653,Nigeria,0,354896
5178366,Nigeria,0,351983
3395602,Nigeria,0,227898
5279215,Nigeria,0,382535
3376079,Nigeria,0,19978
5196494,Nigeria,0,136249
4302321,Nigeria,0,118666
3376015,Nigeria,0,179046
2973976,Nigeria,0,111582
1206072,Nigeria,0,205500
3693829,Nigeria,0,200947
3001466,Nigeria,0,15941
2485724,Nigeria,0,425840
5631529,Nigeria,0,310725
5093242,Caribbean,0,176031
5823145,Caribbean,0,299032
5638777,Caribbean,0,192020
1679500,Caribbean,0,305043
5692243,Caribbean,0,19214
1833321,Caribbean,0,308719
2498683,Caribbean,0,31550
1466240,Caribbean,0,270356
2401703,Caribbean,0,58877
2041256,Caribbean,0,138720
2750228,Caribbean,0,200426
2498635,Caribbean,0,136364
2856217,Caribbean,0,122670
4302061,Caribbean,0,211090
5814909,Caribbean,0,393938
4316965,Caribbean,0,30233
1492484,Caribbean,0,66356
3777935,Caribbean,0,139929
3256557,Caribbean,0,227034
4043441,Caribbean,0,418184
4408205,Caribbean,0,417035
2196176,Caribbean,0,425714
4257295,Caribbean,0,235766
2155902,Caribbean,0,55129
2561602,Caribbean,0,44587
5528368,Caribbean,0,334663
5658011,Caribbean,0,15946
3422453,Caribbean,0,10800
2063443,Caribbean,0,371449
5724422,Caribbean,0,433972
4310818,Caribbean,0,157898
2358321,Caribbean,0,91844
2405375,Caribbean,0,386040
2789178,Caribbean,0,278034
1222640,Caribbean,0,5158
5575099,Caribbean,0,24227
4738171,Caribbean,0,103737
4994516,Caribbean,0,374542
3387385,Caribbean,0,278089
1652798,Caribbean,0,202804
6009561,Caribbean,0,161862
3706885,Caribbean,0,171602
5520510,Caribbean,0,626
2633895,Caribbean,0,394952
3697490,Caribbean,0,273832
3509005,Caribbean,0,87532
5873389,Caribbean,0,341206
3220275,Caribbean,0,138451
3313750,Caribbean,0,307170
5510420,Caribbean,0,189084
3886167,Caribbean,0,10879
4519535,Caribbean,0,436966
5387910,Caribbean,0,346776
1486333,Caribbean,0,190648
4627798,Caribbean,0,15650
3657537,Caribbean,0,150645
1505725,Caribbean,0,168907
5701051,Caribbean,0,26403
1533060,Caribbean,0,406303
5273113,Caribbean,0,31821
1993183,Caribbean,0,424106
4502276,Caribbean,0,411207
1280979,Caribbean,0,368629
2616101,Caribbean,0,58588
1196942,Caribbean,0,214129
5208901,Caribbean,0,231713
1856508,Caribbean,0,213649
2150535,Caribbean,0,297866
1560974,Caribbean,0,23769
2656190,Caribbean,0,15081
4872704,Caribbean,0,393863
1389547,Caribbean,0,283013
2520854,Caribbean,0,222988
2754376,Caribbean,0,25005
4540317,Caribbean,0,324548
4541507,Caribbean,0,135450
2440654,Caribbean,0,365471
2760482,Caribbean,0,389399
4088127,Caribbean,0,66762
2527674,Caribbean,0,197672
4362236,Caribbean,0,13019
3183985,Caribbean,0,169181
1504395,Caribbean,0,265624
2190108,Caribbean,0,4681
2351355,Caribbean,0,292494
2530052,Caribbean,0,253525
1493796,Caribbean,0,33923
3573211,Caribbean,0,376245
5024507,Caribbean,0,158845
1772203,Caribbean,0,132694
4740697,Caribbean,0,167954
1605422,Caribbean,0,125550
5999459,Caribbean,0,385438
4647998,Caribbean,0,40617
2927436,Caribbean,0,70948
4650063,Caribbean,0,59334
5292441,Caribbean,0,420978
4629239,Caribbean,0,396535
4306549,Caribbean,0,42638
2025140,Caribbean,0,434628
4260122,Caribbean,0,260580
5735220,Caribbean,0,281901
5296063,Caribbean,0,95848
2976272,Caribbean,0,198140
5645977,Caribbean,0,113293
2065862,Caribbean,0,256280
3634091,Caribbean,0,423233
3989684,Caribbean,0,342468
5295368,Caribbean,0,46670
2379054,Caribbean,0,367982
2986962,Caribbean,0,182011
4003856,Caribbean,0,99915
1754737,Caribbean,0,161446
3689572,Caribbean,0,137594
5843564,Caribbean,0,275686
2001648,Caribbean,0,428191
5971402,Caribbean,0,314472
5142223,Caribbean,0,227517
1325903,Caribbean,0,128150
4570697,Caribbean,0,419980
2780647,Caribbean,0,165150
1452850,Caribbean,0,111990
4496722,Caribbean,0,299598
3016212,Caribbean,0,379249
2095557,Caribbean,0,61329
4300271,Caribbean,0,231712
1456779,Caribbean,0,135722
5348558,Caribbean,0,223383
4291139,Caribbean,0,164849
4153489,Caribbean,0,79110
3404820,Caribbean,0,81712
1299209,Caribbean,0,279251
3026157,Caribbean,0,58486
1107747,Caribbean,0,122309
5363943,Caribbean,0,202657
1920247,Caribbean,0,90511
2283880,Caribbean,0,279440
3298967,Caribbean,0,167938
4141037,Caribbean,0,144254
